transaction_date,region,distributor,store,sales_channel,product,category,units_sold,revenue
2024-01-13,North,Norte Supply,Manaus Retail Center,Pharmacy,Peanut Mix 200g,Snacks,14,108.5
2024-06-25,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Mineral Water 500ml,Beverages,12,32.16
2024-07-03,North,Norte Supply,Porto Velho Outlet,Supermarket,Pasta 500g,Grocery,19,108.87
2024-03-21,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Chocolate Bar 90g,Confectionery,42,225.54
2024-12-10,North,Norte Supply,Porto Velho Outlet,E-commerce,Tomato Sauce 340g,Grocery,12,46.44
2024-12-20,Central-West,Cerrado Logistics,Goiânia Sales Point,E-commerce,Paper Towels 2-roll,Household,4,36.92
2024-02-17,Central-West,Cerrado Logistics,Cuiabá Store Center,Cash & Carry,Chocolate Bar 90g,Confectionery,120,626.4
2024-05-12,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,95,426.55
2024-10-24,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Cookies Pack 140g,Confectionery,22,159.5
2024-12-24,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Cookies Pack 140g,Confectionery,6,42.66
2024-09-18,Southeast,Rio Valley Distribution,Rio Market Center,Pharmacy,Potato Chips 120g,Snacks,16,109.6
2024-07-08,Northeast,Nordeste Partners,Fortaleza Market Center,Supermarket,Dish Soap 500ml,Household,32,165.76
2024-07-30,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Chocolate Bar 90g,Confectionery,40,212.8
2024-03-04,North,Norte Supply,Manaus Retail Center,Supermarket,Peanut Mix 200g,Snacks,36,294.12
2024-11-26,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Mineral Water 500ml,Beverages,55,155.1
2024-05-27,North,Amazon Distribution,Belém Market Point,Pharmacy,Laundry Detergent 1L,Household,8,98.88
2024-12-02,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Orange Juice 1L,Beverages,49,412.09
2024-03-01,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Pasta 500g,Grocery,13,70.98
2024-12-25,South,Pampa Supply,Curitiba Retail Point,Convenience,Cookies Pack 140g,Confectionery,10,71.2
2024-09-02,North,Norte Supply,Porto Velho Outlet,E-commerce,Laundry Detergent 1L,Household,14,182.84
2024-05-23,Northeast,Nordeste Partners,Recife Store Hub,Supermarket,Classic Soda 350ml,Beverages,29,136.88
2024-11-19,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Pasta 500g,Grocery,8,44.24
2024-01-14,South,Pampa Supply,Curitiba Retail Point,Supermarket,Chocolate Bar 90g,Confectionery,29,156.6
2024-10-06,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Potato Chips 120g,Snacks,16,111.2
2024-09-12,Southeast,Rio Valley Distribution,Rio Market Center,Pharmacy,Classic Soda 350ml,Beverages,6,26.52
2024-09-16,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Paper Towels 2-roll,Household,15,139.95
2024-04-15,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,77,395.78
2024-10-15,North,Amazon Distribution,Manaus Retail Center,Supermarket,Classic Soda 350ml,Beverages,68,282.88
2024-01-26,South,SulMax Distribuidora,Porto Alegre Store Hub,Pharmacy,Tomato Sauce 340g,Grocery,16,65.76
2024-10-15,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Classic Soda 350ml,Beverages,79,364.98
2024-12-17,Southeast,SP Trade Hub,Belo Horizonte Outlet,Pharmacy,Pasta 500g,Grocery,7,41.37
2024-01-06,North,Norte Supply,Porto Velho Outlet,E-commerce,Cookies Pack 140g,Confectionery,1,6.67
2024-10-28,Southeast,Rio Valley Distribution,São Paulo Prime Store,Supermarket,Tomato Sauce 340g,Grocery,16,65.12
2024-05-16,Northeast,Coastal Distribution,Recife Store Hub,E-commerce,Dish Soap 500ml,Household,13,61.88
2024-08-18,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Dish Soap 500ml,Household,91,419.51
2024-08-21,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Laundry Detergent 1L,Household,15,172.8
2024-04-18,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Pasta 500g,Grocery,48,286.08
2024-09-28,North,Norte Supply,Porto Velho Outlet,Convenience,Peanut Mix 200g,Snacks,17,140.59
2024-05-10,North,Norte Supply,Porto Velho Outlet,Supermarket,Potato Chips 120g,Snacks,63,435.96
2024-11-20,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Paper Towels 2-roll,Household,6,51.24
2024-09-15,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Dish Soap 500ml,Household,103,466.59
2024-06-12,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Convenience,Classic Soda 350ml,Beverages,23,105.34
2024-11-23,South,Pampa Supply,Florianópolis Market Center,Convenience,Potato Chips 120g,Snacks,3,19.59
2024-09-25,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Tomato Sauce 340g,Grocery,32,143.36
2024-08-02,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Mineral Water 500ml,Beverages,109,323.73
2024-06-19,South,Pampa Supply,Curitiba Retail Point,Convenience,Orange Juice 1L,Beverages,13,102.44
2024-12-31,North,Amazon Distribution,Porto Velho Outlet,Pharmacy,Potato Chips 120g,Snacks,4,25.12
2024-03-11,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Cookies Pack 140g,Confectionery,11,74.58
2024-04-10,South,Pampa Supply,Florianópolis Market Center,Convenience,Potato Chips 120g,Snacks,6,39.0
2024-01-20,South,SulMax Distribuidora,Porto Alegre Store Hub,Supermarket,Paper Towels 2-roll,Household,55,490.05
2024-01-17,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Mineral Water 500ml,Beverages,18,48.78
2024-07-24,North,Norte Supply,Porto Velho Outlet,Convenience,Paper Towels 2-roll,Household,11,101.75
2024-07-27,North,Norte Supply,Belém Market Point,Pharmacy,Peanut Mix 200g,Snacks,14,108.22
2024-06-24,South,Pampa Supply,Florianópolis Market Center,Convenience,Cookies Pack 140g,Confectionery,23,146.97
2024-10-14,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Chocolate Bar 90g,Confectionery,16,85.12
2024-08-25,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Classic Soda 350ml,Beverages,6,25.44
2024-12-07,Southeast,Atlântico Distribuição,Rio Market Center,Cash & Carry,Cookies Pack 140g,Confectionery,18,114.48
2024-08-12,Central-West,Cerrado Logistics,Goiânia Sales Point,E-commerce,Mineral Water 500ml,Beverages,8,22.64
2024-04-13,South,SulMax Distribuidora,Curitiba Retail Point,E-commerce,Mineral Water 500ml,Beverages,18,51.66
2024-11-27,South,Pampa Supply,Curitiba Retail Point,Supermarket,Chocolate Bar 90g,Confectionery,42,223.86
2024-08-08,South,Pampa Supply,Curitiba Retail Point,E-commerce,Cookies Pack 140g,Confectionery,3,18.96
2024-11-24,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Peanut Mix 200g,Snacks,19,144.59
2024-06-05,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Paper Towels 2-roll,Household,113,995.53
2024-07-06,Southeast,SP Trade Hub,Belo Horizonte Outlet,Supermarket,Dish Soap 500ml,Household,10,50.2
2024-08-07,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Mineral Water 500ml,Beverages,67,198.32
2024-02-08,Southeast,Rio Valley Distribution,São Paulo Prime Store,E-commerce,Cookies Pack 140g,Confectionery,10,69.1
2024-02-24,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Laundry Detergent 1L,Household,70,859.6
2024-05-07,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Peanut Mix 200g,Snacks,4,30.48
2024-12-01,Southeast,Rio Valley Distribution,Rio Market Center,Pharmacy,Mineral Water 500ml,Beverages,17,49.3
2024-12-31,Northeast,Nordeste Partners,Fortaleza Market Center,Convenience,Mineral Water 500ml,Beverages,7,19.11
2024-09-12,South,Pampa Supply,Florianópolis Market Center,Supermarket,Classic Soda 350ml,Beverages,35,148.75
2024-02-24,Southeast,Atlântico Distribuição,Rio Market Center,Pharmacy,Laundry Detergent 1L,Household,3,39.0
2024-02-17,North,Norte Supply,Manaus Retail Center,Cash & Carry,Tomato Sauce 340g,Grocery,42,181.02
2024-01-18,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Chocolate Bar 90g,Confectionery,12,63.84
2024-05-05,Northeast,Nordeste Partners,Salvador Retail Point,Pharmacy,Peanut Mix 200g,Snacks,11,95.04
2024-12-10,Central-West,MidBrasil Supply,Brasília Retail Hub,Supermarket,Cookies Pack 140g,Confectionery,55,347.6
2024-12-10,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Tomato Sauce 340g,Grocery,10,39.2
2024-12-24,Southeast,SP Trade Hub,Campinas Retail Hub,E-commerce,Chocolate Bar 90g,Confectionery,12,61.56
2024-11-23,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Laundry Detergent 1L,Household,20,249.8
2024-02-05,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Paper Towels 2-roll,Household,24,203.52
2024-01-26,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Potato Chips 120g,Snacks,22,140.8
2024-03-09,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Dish Soap 500ml,Household,73,355.51
2024-04-26,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Potato Chips 120g,Snacks,25,174.75
2024-08-07,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Pasta 500g,Grocery,17,103.36
2024-03-07,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Tomato Sauce 340g,Grocery,10,42.9
2024-03-17,Southeast,Rio Valley Distribution,Rio Market Center,E-commerce,Tomato Sauce 340g,Grocery,17,68.17
2024-08-18,Central-West,Cerrado Logistics,Cuiabá Store Center,Cash & Carry,Cookies Pack 140g,Confectionery,95,686.85
2024-08-14,North,Amazon Distribution,Manaus Retail Center,E-commerce,Laundry Detergent 1L,Household,18,217.44
2024-02-03,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Potato Chips 120g,Snacks,13,86.32
2024-08-04,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Mineral Water 500ml,Beverages,12,33.6
2024-09-21,South,Pampa Supply,Curitiba Retail Point,Supermarket,Peanut Mix 200g,Snacks,19,143.45
2024-02-15,Central-West,MidBrasil Supply,Cuiabá Store Center,E-commerce,Laundry Detergent 1L,Household,12,156.36
2024-06-28,South,Pampa Supply,Curitiba Retail Point,Convenience,Dish Soap 500ml,Household,15,71.7
2024-05-15,North,Amazon Distribution,Manaus Retail Center,Convenience,Potato Chips 120g,Snacks,11,66.44
2024-07-31,Southeast,Rio Valley Distribution,São Paulo Prime Store,E-commerce,Classic Soda 350ml,Beverages,7,29.33
2024-06-14,Northeast,Coastal Distribution,Fortaleza Market Center,Convenience,Potato Chips 120g,Snacks,17,111.18
2024-08-29,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Paper Towels 2-roll,Household,41,384.99
2024-11-22,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Orange Juice 1L,Beverages,22,181.94
2024-12-03,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Orange Juice 1L,Beverages,75,552.75
2024-10-25,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Pasta 500g,Grocery,7,43.05
2024-01-15,Southeast,SP Trade Hub,Belo Horizonte Outlet,Cash & Carry,Chocolate Bar 90g,Confectionery,71,354.29
2024-07-16,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Mineral Water 500ml,Beverages,8,21.28
2024-08-06,Southeast,SP Trade Hub,Rio Market Center,Supermarket,Mineral Water 500ml,Beverages,52,144.56
2024-05-10,North,Norte Supply,Porto Velho Outlet,E-commerce,Classic Soda 350ml,Beverages,16,66.72
2024-09-12,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Pasta 500g,Grocery,16,96.8
2024-08-10,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Laundry Detergent 1L,Household,7,85.96
2024-02-25,North,Norte Supply,Belém Market Point,Convenience,Peanut Mix 200g,Snacks,24,206.4
2024-10-18,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Tomato Sauce 340g,Grocery,7,29.54
2024-06-29,Southeast,SP Trade Hub,São Paulo Prime Store,Cash & Carry,Cookies Pack 140g,Confectionery,28,184.8
2024-08-16,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Peanut Mix 200g,Snacks,19,163.97
2024-04-24,Southeast,SP Trade Hub,Rio Market Center,Convenience,Paper Towels 2-roll,Household,9,84.06
2024-12-06,North,Norte Supply,Porto Velho Outlet,Supermarket,Orange Juice 1L,Beverages,37,298.96
2024-08-04,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Laundry Detergent 1L,Household,110,1285.9
2024-02-27,Southeast,Atlântico Distribuição,Rio Market Center,Cash & Carry,Mineral Water 500ml,Beverages,117,303.03
2024-08-05,North,Amazon Distribution,Manaus Retail Center,Pharmacy,Pasta 500g,Grocery,11,66.55
2024-01-03,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Classic Soda 350ml,Beverages,13,54.99
2024-01-28,Northeast,Coastal Distribution,Recife Store Hub,E-commerce,Dish Soap 500ml,Household,14,65.24
2024-07-15,South,SulMax Distribuidora,Porto Alegre Store Hub,Supermarket,Tomato Sauce 340g,Grocery,36,143.28
2024-03-26,South,Pampa Supply,Florianópolis Market Center,E-commerce,Dish Soap 500ml,Household,16,75.68
2024-12-12,Southeast,SP Trade Hub,Campinas Retail Hub,Pharmacy,Pasta 500g,Grocery,17,97.41
2024-12-08,North,Amazon Distribution,Porto Velho Outlet,Convenience,Mineral Water 500ml,Beverages,11,32.12
2024-06-15,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,72,307.44
2024-11-30,North,Norte Supply,Porto Velho Outlet,Convenience,Peanut Mix 200g,Snacks,22,173.8
2024-12-13,North,Norte Supply,Porto Velho Outlet,Convenience,Chocolate Bar 90g,Confectionery,21,122.01
2024-05-22,Southeast,SP Trade Hub,Rio Market Center,Supermarket,Pasta 500g,Grocery,10,63.4
2024-08-18,Northeast,Coastal Distribution,Salvador Retail Point,Cash & Carry,Chocolate Bar 90g,Confectionery,44,243.76
2024-08-15,Southeast,Rio Valley Distribution,Rio Market Center,Cash & Carry,Dish Soap 500ml,Household,22,104.72
2024-03-01,North,Amazon Distribution,Belém Market Point,Cash & Carry,Dish Soap 500ml,Household,116,525.48
2024-08-19,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Cookies Pack 140g,Confectionery,5,36.7
2024-07-10,Southeast,Atlântico Distribuição,São Paulo Prime Store,Convenience,Peanut Mix 200g,Snacks,16,129.76
2024-07-11,North,Norte Supply,Belém Market Point,Pharmacy,Dish Soap 500ml,Household,2,10.54
2024-05-19,Central-West,Cerrado Logistics,Cuiabá Store Center,Convenience,Potato Chips 120g,Snacks,3,20.34
2024-08-20,North,Amazon Distribution,Belém Market Point,Convenience,Chocolate Bar 90g,Confectionery,15,83.55
2024-08-22,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Pharmacy,Chocolate Bar 90g,Confectionery,8,44.72
2024-01-31,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Orange Juice 1L,Beverages,13,94.51
2024-03-18,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Paper Towels 2-roll,Household,45,375.3
2024-06-08,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Orange Juice 1L,Beverages,72,581.04
2024-08-24,Southeast,SP Trade Hub,Belo Horizonte Outlet,Convenience,Potato Chips 120g,Snacks,10,68.5
2024-10-05,North,Norte Supply,Manaus Retail Center,Convenience,Mineral Water 500ml,Beverages,22,56.76
2024-10-23,Southeast,Rio Valley Distribution,São Paulo Prime Store,Pharmacy,Mineral Water 500ml,Beverages,8,20.8
2024-09-02,South,Pampa Supply,Curitiba Retail Point,Convenience,Classic Soda 350ml,Beverages,6,28.56
2024-11-05,North,Norte Supply,Belém Market Point,Cash & Carry,Cookies Pack 140g,Confectionery,21,136.5
2024-05-17,Southeast,SP Trade Hub,Rio Market Center,E-commerce,Classic Soda 350ml,Beverages,4,16.92
2024-12-11,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Cookies Pack 140g,Confectionery,7,44.59
2024-10-17,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Classic Soda 350ml,Beverages,14,64.68
2024-02-05,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Cookies Pack 140g,Confectionery,5,32.1
2024-09-07,South,SulMax Distribuidora,Curitiba Retail Point,E-commerce,Dish Soap 500ml,Household,18,88.38
2024-08-21,Southeast,Atlântico Distribuição,Campinas Retail Hub,Convenience,Potato Chips 120g,Snacks,14,92.82
2024-08-16,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Mineral Water 500ml,Beverages,10,29.9
2024-12-31,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Laundry Detergent 1L,Household,71,825.73
2024-06-30,Central-West,MidBrasil Supply,Brasília Retail Hub,Convenience,Laundry Detergent 1L,Household,3,35.19
2024-12-02,Northeast,Nordeste Partners,Salvador Retail Point,Pharmacy,Mineral Water 500ml,Beverages,4,10.44
2024-05-21,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Orange Juice 1L,Beverages,1,7.95
2024-11-07,South,SulMax Distribuidora,Porto Alegre Store Hub,Pharmacy,Peanut Mix 200g,Snacks,5,41.9
2024-10-17,Southeast,SP Trade Hub,Belo Horizonte Outlet,Convenience,Classic Soda 350ml,Beverages,11,50.82
2024-10-18,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,67,369.84
2024-11-30,Southeast,Rio Valley Distribution,São Paulo Prime Store,Supermarket,Orange Juice 1L,Beverages,18,139.14
2024-10-24,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Cookies Pack 140g,Confectionery,12,75.36
2024-06-05,Southeast,Rio Valley Distribution,São Paulo Prime Store,Convenience,Cookies Pack 140g,Confectionery,12,82.92
2024-06-17,North,Norte Supply,Porto Velho Outlet,E-commerce,Orange Juice 1L,Beverages,4,32.12
2024-10-16,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Pasta 500g,Grocery,4,25.48
2024-01-28,North,Amazon Distribution,Belém Market Point,E-commerce,Laundry Detergent 1L,Household,1,12.75
2024-02-07,Southeast,Rio Valley Distribution,São Paulo Prime Store,Pharmacy,Pasta 500g,Grocery,11,62.92
2024-07-18,North,Norte Supply,Porto Velho Outlet,Pharmacy,Paper Towels 2-roll,Household,5,40.75
2024-03-24,Southeast,Rio Valley Distribution,Campinas Retail Hub,E-commerce,Peanut Mix 200g,Snacks,1,8.08
2024-09-22,Southeast,SP Trade Hub,São Paulo Prime Store,Convenience,Paper Towels 2-roll,Household,14,122.92
2024-09-02,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Dish Soap 500ml,Household,16,81.12
2024-05-25,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Mineral Water 500ml,Beverages,2,5.18
2024-09-23,North,Amazon Distribution,Manaus Retail Center,Convenience,Orange Juice 1L,Beverages,16,118.08
2024-06-07,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Dish Soap 500ml,Household,48,240.0
2024-05-18,Southeast,Atlântico Distribuição,Rio Market Center,Cash & Carry,Laundry Detergent 1L,Household,90,1208.7
2024-11-02,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Orange Juice 1L,Beverages,21,153.72
2024-05-14,North,Amazon Distribution,Belém Market Point,Supermarket,Potato Chips 120g,Snacks,27,189.0
2024-06-16,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Pasta 500g,Grocery,88,503.36
2024-11-11,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Potato Chips 120g,Snacks,56,378.0
2024-10-02,Central-West,Cerrado Logistics,Cuiabá Store Center,Convenience,Peanut Mix 200g,Snacks,8,61.28
2024-11-27,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Chocolate Bar 90g,Confectionery,58,312.04
2024-04-17,South,Pampa Supply,Curitiba Retail Point,Convenience,Orange Juice 1L,Beverages,22,175.12
2024-08-28,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Potato Chips 120g,Snacks,56,335.44
2024-06-12,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,36,158.76
2024-05-08,Northeast,Nordeste Partners,Recife Store Hub,Convenience,Potato Chips 120g,Snacks,25,153.25
2024-08-09,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Laundry Detergent 1L,Household,12,160.68
2024-07-10,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Potato Chips 120g,Snacks,12,71.88
